title,authors,code_link
SerialGen: Personalized Image Generation by First Standardization Then Personalization,Cong Xie · Han Zou · Ruiqi Yu · Yan Zhang · Zhan Zhenpeng,
XLRS-Bench: Could Your Multimodal LLMs Understand Extremely Large Ultra-High-Resolution Remote Sensing Imagery?,Fengxiang Wang · hongzhen wang · Zonghao Guo · Di Wang · Yulin Wang · Mingshuo Chen · Qiang Ma · Long Lan · Wenjing Yang · Jing Zhang · Zhiyuan Liu · Maosong Sun,
Improving Personalized Search with Regularized Low-Rank Parameter Updates,Fiona Ryan · Josef Sivic · Fabian Caba Heilbron · Judy Hoffman · James Rehg · Bryan Russell,
Arc2Avatar: Generating Expressive 3D Avatars from a Single Image via ID Guidance,Dimitrios Gerogiannis · Foivos Paraperas Papantoniou · Rolandos Alexandros Potamias · Alexandros Lattas · Stefanos Zafeiriou,
VinTAGe: Joint Video and Text Conditioning for Holistic Audio Generation,Saksham Singh Kushwaha · Yapeng Tian,
JiSAM: Alleviate Labeling Burden and Corner Case Problems in Autonomous Driving via Minimal Real-World Data,Runjian Chen · Wenqi Shao · Bo Zhang · Shaoshuai Shi · Li Jiang · Ping Luo,
Reconstructing Humans with a Biomechanically Accurate Skeleton,Yan Xia · Xiaowei Zhou · Etienne Vouga · Qixing Huang · Georgios Pavlakos,
EgoTextVQA: Towards Egocentric Scene-Text Aware Video Question Answering,Sheng Zhou · Junbin Xiao · Qingyun Li · Yicong Li · Xun Yang · Dan Guo · Meng Wang · Tat-seng Chua · Angela Yao,
SharpDepth: Sharpening Metric Depth Predictions Using Diffusion Distillation,Duc-Hai Pham · Tung Do · Phong Nguyen · Binh-Son Hua · Khoi Nguyen · Rang Nguyen,
STAR-Edge: Structure-aware Local Spherical Curve Representation for Thin-walled Edge Extraction from Unstructured Point Clouds,Zikuan Li · Honghua Chen · Yuecheng Wang · Sibo Wu · Mingqiang Wei · Jun Wang,https://github.com/Miraclelzk/STAR-Edge
Joint Vision-Language Social Bias Removal for CLIP,Haoyu Zhang · Yangyang Guo · Mohan Kankanhalli,
"Reloc3r: Large-Scale Training of Relative Camera Pose Regression for Generalizable, Fast, and Accurate Visual Localization",Siyan Dong · Shuzhe Wang · Shaohui Liu · Lulu Cai · Qingnan Fan · Juho Kannala · Yanchao Yang,https://github.com/ffrivera0/reloc3r
Omni-ID: Holistic Identity Representation Designed for Generative Tasks,Guocheng Qian · Kuan-Chieh Wang · Or Patashnik · Negin Heravi · Daniil Ostashev · Sergey Tulyakov · Daniel Cohen-Or · Kfir Aberman,
BadToken: Token-level Backdoor Attacks to Multi-modal Large Language Models,Zenghui Yuan · Jiawen Shi · Pan Zhou · Neil Zhenqiang Gong · Lichao Sun,
FAM Diffusion: Frequency and Attention Modulation for High-Resolution Image Generation with Stable Diffusion,Haosen Yang · Adrian Bulat · Isma Hadji · Hai X. Pham · Xiatian Zhu · Georgios Tzimiropoulos · Brais Martinez,
AA-CLIP: Enhancing Zero-Shot Anomaly Detection via Anomaly-Aware CLIP,wenxin ma · Xu Zhang · Qingsong Yao · Fenghe Tang · Chenxu Wu · Yingtai Li · Rui Yan · Zihang Jiang · S Kevin Zhou,
Ground-V: Teaching VLMs to Ground Complex Instructions in Pixels,Yongshuo Zong · Qin ZHANG · DONGSHENG An · Zhihua Li · Xiang Xu · Linghan Xu · Zhuowen Tu · Yifan Xing · Onkar Dabeer,
Model Diagnosis and Correction via Linguistic and Implicit Attribute Editing,Xuanbai Chen · Xiang Xu · Zhihua Li · Tianchen Zhao · Pietro Perona · Qin ZHANG · Yifan Xing,
Optimal Transport-Guided Source-Free Adaptation for Face Anti-Spoofing,Zhuowei Li · Tianchen Zhao · Xiang Xu · Zheng Zhang · Zhihua Li · Xuanbai Chen · Qin ZHANG · Alessandro Bergamo · Anil Kumar Jain · Yifan Xing,
All-Optical Nonlinear Diffractive Deep Network for Ultrafast Image Denoising,Xiaoling Zhou · Zhemg Lee · Wei Ye · Rui Xie · Wenbo Zhang · Guanju Peng · Zongze Li · Shikun Zhang,
NTClick: Achieving Precise Interactive Segmentation With Noise-tolerant Clicks,Chenyi Zhang · Ting Liu · Xiaochao Qu · Luoqi Liu · Yao Zhao · Yunchao Wei,
GlyphMastero: A Glyph Encoder for High-Fidelity Scene Text Editing,Tong Wang · Ting Liu · Xiaochao Qu · WU CHENGJING · Luoqi Liu · Xiaolin Hu,
MTADiffusion: Mask Text Alignment Diffusion Model for Object Inpainting,jun huang · Ting Liu · Yihang Wu · Xiaochao Qu · Luoqi Liu · Xiaolin Hu,
EEE-Bench: A Comprehensive Multimodal Electrical And Electronics Engineering Benchmark,Ming Li · Jike Zhong · Tianle Chen · Yuxiang Lai · Konstantinos Psounis,
EVPGS: Enhanced View Prior Guidance for Splatting-based Extrapolated View Synthesis,Jiahe Li · Feiyu Wang · Xiaochao Qu · WU CHENGJING · Luoqi Liu · Ting Liu,
MG-MotionLLM: A Unified Framework for Motion Comprehension and Generation across Multiple Granularities,Bizhu Wu · Jinheng Xie · Keming Shen · Zhe Kong · Jianfeng Ren · Ruibin Bai · Rong Qu · Linlin Shen,
SAM-REF: Introducing Image-Prompt Synergy during Interaction for Detail Enhancement in the Segment Anything Model,Chongkai Yu · Ting Liu · Li Anqi · Xiaochao Qu · WU CHENGJING · Luoqi Liu · Xiaolin Hu,
Gaussian Eigen Models for Human Heads,Wojciech Zielonka · Timo Bolkart · Thabo Beeler · Justus Thies,
MaRI: Material Retrieval Integration across Domains,Jianhui Wang · Zhifei Yang · Yangfan He · Huixiong Zhang · Yuxuan Chen · Jingwei Huang,
ArtFormer: Controllable Generation of Diverse 3D Articulated Objects,Jiayi Su · Youhe Feng · Zheng Li · Jinhua Song · Yangfan He · Botao Ren · Botian Xu,https://github.com/ShuYuMo2003/ArtFormer
ReconDreamer: Crafting World Models for Driving Scene Reconstruction via Online Restoration,Chaojun Ni · Guosheng Zhao · Xiaofeng Wang · Zheng Zhu · Wenkang Qin · Guan Huang · Chen Liu · Yuyin Chen · Yida Wang · Xueyang Zhang · Yifei Zhan · Kun Zhan · Peng Jia · XianPeng Lang · Xingang Wang · Wenjun Mei,
DreamCache: Finetuning-Free Lightweight Personalized Image Generation via Feature Caching,Emanuele Aiello · Umberto Michieli · Diego Valsesia · Mete Ozay · Enrico Magli,
Universal Domain Adaptation for Semantic Segmentation,Seun-An Choe · Keon Hee Park · Jinwoo Choi · Gyeong-Moon Park,
"Devils in Middle Layers of Large Vision-Language Models: Interpreting, Detecting and Mitigating Object Hallucinations via Attention Lens",Zhangqi Jiang · Junkai Chen · Beier Zhu · Tingjin Luo · Yankun Shen · Xu Yang,
3D-Mem: 3D Scene Memory for Embodied Exploration and Reasoning,Yuncong Yang · Han Yang · Jiachen Zhou · Peihao Chen · Hongxin Zhang · Yilun Du · Chuang Gan,
DivPrune: Diversity-based Visual Token Pruning for Large Multimodal Models,Saeed Ranjbar Alvar · Gursimran Singh · Mohammad Akbari · Yong Zhang,https://github.com/vbdi/divprune
Balanced Rate-Distortion Optimization in Learned Image Compression,Yichi Zhang · Zhihao Duan · Yuning Huang · Fengqing Zhu,
Flexible Frame Selection for Efficient Video Reasoning,Shyamal Buch · Arsha Nagrani · Anurag Arnab · Cordelia Schmid,
RASP: Revisiting 3D Anamorphic Art for Shadow-Guided Packing of Irregular Objects,Soumyaratna Debnath · Ashish Tiwari · Kaustubh Sadekar · Shanmuganathan Raman,
Estimating Body and Hand Motion in an Ego‑sensed World,Brent Yi · Vickie Ye · Maya Zheng · Yunqi Li · Lea Müller · Georgios Pavlakos · Yi Ma · Jitendra Malik · Angjoo Kanazawa,
Which Viewpoint Shows it Best? Language for Weakly Supervising View Selection in Multi-view Instructional Videos,Sagnik Majumder · Tushar Nagarajan · Ziad Al-Halah · Reina Pradhan · Kristen Grauman,
FSBench: A Figure Skating Benchmark for Advancing Artistic Sports Understanding,Rong Gao · Xin Liu · Zhuozhao Hu · Bohao Xing · Baiqiang XIA · Zitong YU · Heikki Kälviäinen,
Document Haystacks: Vision-Language Reasoning Over Piles of 1000+ Documents,Jun Chen · Dannong Xu · Junjie Fei · Chun-Mei Feng · Mohamed Elhoseiny,
COUNTS: Benchmarking Object Detectors and Multimodal Large Language Models under Distribution Shifts,Jiansheng Li · Xingxuan Zhang · Hao Zou · Yige Guo · Renzhe Xu · Yilong Liu · Chuzhao Zhu · Yue He · Peng Cui,
Noise Diffusion for Enhancing Semantic Faithfulness in Text-to-Image Synthesis,Boming Miao · Chunxiao Li · Xiaoxiao Wang · Andi Zhang · Rui Sun · Zizhe Wang · Yao Zhu,https://github.com/Bomingmiao/NoiseDiffusion
On the Out-Of-Distribution Generalization of Large Multimodal Models,Xingxuan Zhang · Jiansheng Li · Wenjing Chu · junjia hai · Renzhe Xu · Yuqing Yang · Shikai Guan · Jiazheng Xu · Liping Jing · Peng Cui,
Adapting Pre-trained 3D Models for Point Cloud Video Understanding via Cross-frame Spatio-temporal Perception,Baixuan Lv · Yaohua Zha · Tao Dai · Xue Yuerong · Ke Chen · Shu-Tao Xia,
Uncertainty Weighted Gradients for Model Calibration,Jinxu Lin · Linwei Tao · Minjing Dong · Chang Xu,
OCRT: Boosting Foundation Models in the Open World with Object-Concept-Relation Triad,Luyao Tang · Chaoqi Chen · Yuxuan Yuan · Zeyu Zhang · Yue Huang · Kun Zhang,
ESC: Erasing Space Concept for Knowledge Deletion,Tae-Young Lee · Sundong Park · Minwoo Jeon · Hyoseok Hwang · Gyeong-Moon Park,
HIIF: Hierarchical Encoding based Implicit Image Function for Continuous Super-resolution,Yuxuan Jiang · Ho Man Kwan · jasmine peng · Ge Gao · Fan Zhang · Xiaoqing Zhu · Joel Sole · David Bull,
DesignDiffusion: High-Quality Text-to-Design Image Generation with Diffusion Models,Zhendong Wang · Jianmin Bao · Shuyang Gu · Dong Chen · Wengang Zhou · Houqiang Li,
MODfinity: Unsupervised Domain Adaptation with Multimodal Information Flow Intertwining,Shanglin Liu · Jianming Lv · Jingdan Kang · Huaidong Zhang · Zequan Liang · Shengfeng He,
STDD: Spatio-Temporal Dual Diffusion for Video Generation,Shuaizhen Yao · Xiaoya Zhang · Xin Liu · Mengyi Liu · Zhen Cui,
HuMoCon: Concept Discovery for Human Motion Understanding,Qihang Fang · Chengcheng Tang · Bugra Tekin · Shugao Ma · Yanchao Yang,
CMMLoc: Advancing Text-to-PointCloud Localization with Cauchy-Mixture-Model Based Framework,Yanlong Xu · Haoxuan Qu · Jun Liu · Wenxiao Zhang · Xun Yang,
Prompt-CAM: Making Vision Transformers Interpretable for Fine-Grained Analysis,Arpita Chowdhury · Dipanjyoti Paul · Zheda Mai · Jianyang Gu · Ziheng Zhang · Kazi Sajeed Mehrab · Elizabeth Campolongo · Daniel Rubenstein · Charles Stewart · Anuj Karpatne · Tanya Berger-Wolf · Yu Su · Wei-Lun Chao,
Learning Audio-guided Video Representation with Gated Attention for Video-Text Retrieval,Boseung Jeong · Jicheol Park · Sungyeon Kim · Suha Kwak,
Improving Sound Source Localization with Joint Slot Attention on Image and Audio,Inho Kim · YOUNGKIL SONG · Jicheol Park · Won Hwa Kim · Suha Kwak,
SkySense-O: Towards Open-World Remote Sensing Interpretation with Vision-Centric Visual-Language Modeling,Qi Zhu · Jiangwei Lao · Deyi Ji · Junwei Luo · Kang Wu · Yingying Zhang · Lixiang Ru · Jian Wang · Jingdong Chen · Ming Yang · Dong Liu · Feng Zhao,
POPEN: Preference-Based Optimization and Ensemble for LVLM-Based Reasoning Segmentation,Lanyun Zhu · Tianrun Chen · Qianxiong Xu · Xuanyi Liu · Deyi Ji · Haiyang Wu · De Soh Soh · Jun Liu,
NVILA: Efficient Frontier Visual Language Models,Zhijian Liu · Ligeng Zhu · Baifeng Shi · Zhuoyang Zhang · Yuming Lou · Shang Yang · Haocheng Xi · Shiyi Cao · Yuxian Gu · Dacheng Li · Xiuyu Li · Haotian Tang · Yunhao Fang · Yukang Chen · Cheng-Yu Hsieh · De-An Huang · An-Chieh Cheng · Jinyi Hu · Sifei Liu · Ranjay Krishna · Pavlo Molchanov · Jan Kautz · Danny Yin · Song Han · Yao Lu,
PatchDPO: Patch-level DPO for Finetuning-free Personalized Image Generation,Qihan Huang · Weilong Dai · Jinlong Liu · Wanggui He · Hao Jiang · Mingli Song · Jie Song,
Learning Endogenous Attention for Incremental Object Detection,Xiang Song · Yuhang He · Jingyuan Li · Qiang Wang · Yihong Gong,
COSMOS: Cross-Modality Self-Distillation for Vision Language Pre-training,Sanghwan Kim · Rui Xiao · Iuliana Georgescu · Stephan Alaniz · Zeynep Akata,
FLAIR: VLM with Fine-grained Language-informed Image Representations,Rui Xiao · Sanghwan Kim · Iuliana Georgescu · Zeynep Akata · Stephan Alaniz,
RelationField: Relate Anything in Radiance Fields,Sebastian Koch · Johanna Wald · Mirco Colosi · Narunas Vaskevicius · Pedro Hermosilla · Federico Tombari · Timo Ropinski,
AnyCam: Learning to Recover Camera Poses and Intrinsics from Casual Videos,Felix Wimbauer · Weirong Chen · Dominik Muhle · Christian Rupprecht · Daniel Cremers,
Unbiasing through Textual Descriptions: Mitigating Representation Bias in Video Benchmarks,Nina Shvetsova · Arsha Nagrani · Bernt Schiele · Hilde Kuehne · Christian Rupprecht,
Scene-Centric Unsupervised Panoptic Segmentation,Oliver Hahn · Christoph Reich · Nikita Araslanov · Daniel Cremers · Christian Rupprecht · Stefan Roth,
"FLARE: Feed-forward Geometry, Appearance and Camera Estimation from Uncalibrated Sparse Views",Shangzhan Zhang · Jianyuan Wang · Yinghao Xu · Nan Xue · Christian Rupprecht · Xiaowei Zhou · Yujun Shen · Gordon Wetzstein,
RGBAvatar: Reduced Gaussian Blendshapes for Online Modeling of Head Avatars,Linzhou Li · Yumeng Li · Yanlin Weng · Youyi Zheng · Kun Zhou,
Mosaic3D: Foundation Dataset and Model for Open-Vocabulary 3D Segmentation,Junha Lee · Chunghyun Park · Jaesung Choe · Yu-Chiang Frank Wang · Jan Kautz · Minsu Cho · Chris Choy,
MITracker: Multi-View Integration for Visual Object Tracking,Mengjie Xu · Yitao Zhu · Haotian Jiang · Jiaming Li · Zhenrong Shen · Sheng Wang · Haolin Huang · Xinyu Wang · Han Zhang · Qing Yang · Qian Wang,
DiverseFlow: Sample-Efficient Diverse Mode Coverage in Flows,Mashrur M. Morshed · Vishnu Naresh Boddeti,
OODD: Test-time Out-of-Distribution Detection with Dynamic Dictionary,Yifeng Yang · Lin Zhu · Zewen Sun · Hengyu Liu · Qinying Gu · Nanyang Ye,https://github.com/zxk1212/OODD
Dual Diffusion for Unified Image Generation and Understanding,Zijie Li · Henry Li · Yichun Shi · Amir Barati Farimani · Yuval Kluger · Linjie Yang · Peng Wang,
Generating 3D-Consistent Videos from Unposed Internet Photos,Gene Chou · Kai Zhang · Sai Bi · Hao Tan · Zexiang Xu · Fujun Luan · Bharath Hariharan · Noah Snavely,
UNIALIGN: Scaling Multimodal Alignment within One Unified Model,bo zhou · Liulei Li · Yujia Wang · 刘华峰 Liu · Yazhou Yao · Wenguan Wang,
SPARS3R: Semantic Prior Alignment and Regularization for Sparse 3D Reconstruction,Yutao Tang · Yuxiang Guo · Deming Li · Cheng Peng,
RandAR: Decoder-only Autoregressive Visual Generation in Random Orders,Ziqi Pang · Tianyuan Zhang · Fujun Luan · Yunze Man · Hao Tan · Kai Zhang · William Freeman · Yu-Xiong Wang,
MegaSynth: Scaling Up 3D Scene Reconstruction with Synthesized Data,Hanwen Jiang · Zexiang Xu · Desai Xie · Chen Ziwen · Haian Jin · Fujun Luan · ZHIXIN SHU · Kai Zhang · Sai Bi · Xin Sun · Jiuxiang Gu · Qixing Huang · Georgios Pavlakos · Hao Tan,
Turbo3D: Ultra-fast Text-to-3D Generation,Hanzhe Hu · Tianwei Yin · Fujun Luan · Yiwei Hu · Hao Tan · Zexiang Xu · Sai Bi · Shubham Tulsiani · Kai Zhang,
ID-Patch: Robust ID Association for Group Photo Personalization,Yimeng Zhang · Tiancheng Zhi · Jing Liu · Shen Sang · Liming Jiang · Qing Yan · Sijia Liu · Linjie Luo,
COAP: Memory-Efficient Training with Correlation-Aware Gradient Projection,Jinqi Xiao · Shen Sang · Tiancheng Zhi · Jing Liu · Qing Yan · Linjie Luo · Bo Yuan,
ReWind: Understanding Long Videos with Instructed Learnable Memory,Anxhelo Diko · Tinghuai Wang · Wassim Swaileh · Shiyan Sun · Ioannis Patras,
MoFlow: One-Step Flow Matching for Human Trajectory Forecasting via Implicit Maximum Likelihood Estimation based Distillation,Yuxiang Fu · Qi Yan · Ke Li · Lele Wang · Renjie Liao,
SphereUFormer: A U-Shaped Transformer for Spherical 360 Perception,Yaniv Benny · Lior Wolf,
Zero-shot RGB-D Point Cloud Registration with Pre-trained Large Vision Model,Haobo Jiang · Jin Xie · Jian Yang · Liang Yu · Jianmin Zheng,https://github.com/Jiang-HB/ZeroMatch
Comprehensive Relighting: Generalizable and Consistent Monocular Human Relighting and Harmonization,Junying Wang · Jingyuan Liu · Xin Sun · Krishna Kumar Singh · ZHIXIN SHU · He Zhang · Jimei Yang · Nanxuan Zhao · Tuanfeng Y. Wang · Simon Su Chen · Ulrich Neumann · Jae Shin Yoon,
"You See it, You Got it: Learning 3D Creation on Pose-Free Videos at Scale",Baorui Ma · Huachen Gao · Haoge Deng · Zhengxiong Luo · Tiejun Huang · Lulu Tang · Xinlong Wang,
SynthLight: Portrait Relighting with Diffusion Model by Learning to Re-render Synthetic Faces,Sumit Chaturvedi · Mengwei Ren · Yannick Hold-Geoffroy · Jingyuan Liu · Julie Dorsey · ZHIXIN SHU,
PosterO: Structuring Layout Trees to Enable Language Models in Generalized Content-Aware Layout Generation,HsiaoYuan Hsu · Yuxin Peng,
StoryGPT-V: Large Language Models as Consistent Story Visualizers,Xiaoqian Shen · Mohamed Elhoseiny,
DriveGEN: Generalized and Robust 3D Detection in Driving via Controllable Text-to-Image Diffusion Generation,Hongbin Lin · Zilu Guo · Yifan Zhang · Shuaicheng Niu · Yafeng Li · Ruimao Zhang · Shuguang Cui · Zhen Li,
VisionPAD: A Vision-Centric Pre-training Paradigm for Autonomous Driving,Haiming Zhang · Wending Zhou · Shenzhen The Chinese University of Hongkong · Hong Kong University of Science and Technology · Huawei Technologies Ltd. · Huawei Technologies Ltd. · Huawei Technologies Ltd. · Huawei Technologies Ltd. · Huawei Technologies Ltd. · Shenzhen The Chinese University of Hong Kong,
RoadSocial: A Diverse VideoQA Dataset and Benchmark for Road Event Understanding from Social Video Narratives,Chirag Parikh · Deepti Rawat · Rakshitha R. T. · Tathagata Ghosh · Ravi Kiran Sarvadevabhatla,
InteractAnything: Zero-shot Human Object Interaction Synthesis via LLM Feedback and Object Affordance Parsing,Jinlu Zhang · Yixin Chen · Zan Wang · Jie Yang · Yizhou Wang · Siyuan Huang,
Unveiling the Mist over 3D Vision-Language Understanding: Object-centric Evaluation with Chain-of-Analysis,Jiangyong Huang · Baoxiong Jia · Yan Wang · Ziyu Zhu · Xiongkun Linghu · Qing Li · Song-Chun Zhu · Siyuan Huang,
